URSUS,20140617,2.31,2.35,2.31,2.34,4839
VANTAGE,20140617,3.15,3.19,3.15,3.15,81565
VARIANT,20140617,2.14,2.18,2.14,2.18,65
VINDEXUS,20140617,5.90,5.90,5.70,5.70,26805
VISTAL,20140617,15.45,15.50,15.16,15.50,4516
VISTULA,20140617,1.69,1.78,1.69,1.78,1097773
VOTUM,20140617,7.40,7.40,7.30,7.40,2470
VOXEL,20140617,11.25,11.25,11.10,11.10,1023
WADEX,20140617,7.96,7.96,7.90,7.90,27
WANDALEX,20140617,3.24,3.44,3.22,3.38,40099
WARIMPEX,20140617,5.91,5.95,5.91,5.95,20
WASKO,20140617,2.09,2.09,2.06,2.09,6210
WAWEL,20140617,1010.00,1016.00,995.00,997.00,1546
WESTAISIC,20140617,0.44,0.48,0.41,0.46,77008
WIELTON,20140617,5.40,5.45,5.40,5.40,11920
WILBO,20140617,0.78,0.78,0.75,0.75,12428
WINVEST,20140617,8.57,8.60,8.30,8.59,235
WOJAS,20140617,8.50,8.50,8.23,8.30,2141
WORKSERV,20140617,15.08,15.08,14.44,15.00,4424
YAWAL,20140617,6.79,6.79,6.41,6.79,380
ZAMET,20140617,4.43,4.50,4.42,4.50,4055
ZASTAL,20140617,1.53,1.54,1.52,1.53,32946
ZEPAK,20140617,26.20,26.50,25.86,26.30,16681
ZETKAMA,20140617,73.89,74.00,73.89,74.00,4
ZPUE,20140617,360.00,364.00,360.00,364.00,12
ZUE,20140617,9.14,9.14,8.80,8.90,226
INVESTORMS,20140617,3442.25,3447.78,3442.25,3447.78,181806.789
MIS80,20140617,13037.61,13037.61,13026.11,13026.11,19888.822
MWIG40,20140617,3477.44,3503.44,3474.28,3503.44,169829.402
NCINDEX30,20140617,1288.39,1288.39,1268.90,1286.00,574.989
RESPECT,20140617,2735.82,2773.63,2735.82,2772.07,352446.442
WIG,20140617,52608.89,52981.38,52608.89,52943.98,882846.150
WIG-BANKI,20140617,8460.98,8460.98,8443.82,8445.07,350807.109
WIG-BUDOW,20140617,2135.82,2135.82,2125.54,2134.38,4414.296
WIG-CEE,20140617,721.41,721.41,721.41,721.41,7776.425
WIG-CHEMIA,20140617,12430.96,12430.96,12411.32,12411.32,11386.758
WIG-DEWEL,20140617,1526.72,1545.57,1526.72,1545.57,11870.784
WIG-ENERG,20140617,4399.84,4459.81,4399.84,4459.81,125356.822
WIG-INFO,20140617,1259.64,1272.18,1259.64,1272.18,7059.336
WIG-MEDIA,20140617,3741.68,3741.68,3740.03,3740.03,11242.101
WIG-PALIWA,20140617,3284.31,3289.20,3284.31,3289.20,54570.022
WIG-POLAND,20140617,54170.39,54234.29,54168.54,54234.29,874412.673
WIG-SPOZYW,20140617,2745.14,2745.14,2739.02,2739.02,7020.766
WIG-SUROWC,20140617,4094.54,4104.27,4090.37,4104.27,71963.268
WIG-TELKOM,20140617,1053.26,1053.26,1043.92,1043.92,36064.650
WIG-UKRAIN,20140617,363.59,363.59,363.02,363.02,5194.334
WIG20,20140617,2448.85,2468.39,2448.26,2464.39,679304.288
WIG20LEV,20140617,932.15,947.02,931.70,943.98,679304.288
WIG20SHORT,20140617,3158.09,3158.85,3132.86,3138.02,679304.288
WIG20TR,20140617,3809.77,3812.48,3808.42,3812.48,679304.288
WIG250,20140617,1252.35,1257.97,1252.35,1257.87,23899.130
WIG30,20140617,2617.17,2639.55,2616.69,2636.53,730850.557
WIG30LEV,20140617,1072.95,1091.29,1072.56,1088.82,730850.557
WIG30SHORT,20140617,4906.60,4907.50,4864.61,4870.27,730850.557
WIG30TR,20140617,4041.16,4044.68,4040.19,4044.68,730850.557
WIG50,20140617,3130.27,3149.03,3129.51,3149.03,124327.586
WIGDIV,20140617,1155.01,1163.85,1154.91,1161.41,334164.754
